Date,Open,High,Low,Close,Adj Close,Volume,ticker,5d_future_close,5d_close_future_pct,5d_close_pct,ma14,rsi14,ma30,rsi30,ma50,rsi50,ma200,rsi200,Adj_Volume_1d_change,Adj_Volume_1d_change_SMA
2019-10-17,1251.4000244140625,1263.75,1249.8699951171875,1252.800048828125,1252.800048828125,1047900,GOOGL,1259.1099853515625,0.005036666888175612,0.03582567502673095,0.9685287487851919,62.34014853507976,0.9746024481488634,57.366219460141686,0.962543698500371,55.58985536931673,0.9272570656667711,53.88126720415196,-0.08822761681023228,0.23078966699786854
2019-10-18,1254.68994140625,1258.1099853515625,1240.1400146484375,1244.4100341796875,1244.4100341796875,1581200,GOOGL,1264.300048828125,0.015983489446506294,0.023607664792065552,0.9763944155454451,58.95218922192772,0.9821936746363237,56.02435665921751,0.9696475929908034,54.837663097474255,0.9343884776913006,53.7038400003466,0.5089226071189998,0.18480904280572083
2019-10-21,1248.699951171875,1253.510009765625,1239.989990234375,1244.280029296875,1244.280029296875,904700,GOOGL,1288.97998046875,0.035924349920760434,0.021769307291560125,0.9786939170894088,58.898774835636466,0.9833413452561209,56.0033582615639,0.9706390571229165,54.82593330777551,0.9351540010921069,53.701086156304626,-0.4278396154819125,0.18015468889876962
2019-10-22,1244.47998046875,1248.72998046875,1239.8499755859375,1241.199951171875,1241.199951171875,1143100,GOOGL,1260.6600341796875,0.015678443259234287,-0.0008372287727621552,0.9847642098664185,57.567935250727,0.9867349173363389,55.493584613263636,0.9741224951833759,54.543878636466694,0.9381404231548077,53.63559749520855,0.2635127666629822,0.017935461244603147
2019-10-23,1240.2099609375,1258.0400390625,1240.2099609375,1257.6300048828125,1257.6300048828125,1064100,GOOGL,1260.699951171875,0.002441056810940534,0.011769915432672917,0.9757724525664944,62.442919415457034,0.9748412966878768,57.622223469317866,0.9623647569207684,55.78209517100149,0.9265691363411132,53.93675365713586,-0.06911031405826262,0.0374515654863149
2019-10-24,1259.1099853515625,1262.9000244140625,1252.3499755859375,1259.1099853515625,1259.1099853515625,1011200,GOOGL,1258.800048828125,-0.00024615524222926233,0.005036666888175612,0.9773570347790226,62.856880111587365,0.9743345268808666,57.810253209142296,0.9627403545003898,55.89253031268371,0.926184734322485,53.96382440440244,-0.04971337280330801,0.04515441428769975
2019-10-25,1252.0,1268.0,1249.1500244140625,1264.300048828125,1264.300048828125,1355200,GOOGL,1272.25,0.006288025678116371,0.015983489446506294,0.9765115312654664,64.34122581946914,0.9709746777732012,58.47859764066576,0.9602907132910938,56.28323423080966,0.9231161533302708,54.0589812262931,0.34018987341772156,0.011407867547444096
2019-10-28,1275.0,1299.239990234375,1272.31005859375,1288.97998046875,1288.97998046875,3271400,GOOGL,1289.6099853515625,0.0004887623488019077,0.035924349920760434,0.9632921441886674,70.39906889877189,0.9538666364122047,61.4803206747086,0.9436073597135574,58.08480895219127,0.9063122511441073,54.50836812724423,1.4139610389610389,0.37976799843603437
2019-10-29,1276.0,1280.800048828125,1255.6099853515625,1260.6600341796875,1260.6600341796875,2632700,GOOGL,1291.43994140625,0.024415707956182642,0.015678443259234287,0.9882328976040252,58.18417621362533,0.9761085193358037,56.62128532845737,0.9657602882139784,55.411045418425644,0.9275015199964134,53.900321982685504,-0.1952375129913798,0.288017942505162
2019-10-30,1255.1500244140625,1268.02001953125,1250.6500244140625,1260.699951171875,1260.699951171875,1460200,GOOGL,1291.010009765625,0.024042246186791294,0.002441056810940534,0.9911041890885524,58.195186512240895,0.9768192627935315,56.6262837077554,0.9669539490769152,55.41399729555785,0.9281629990702632,53.90105044433194,-0.44536027652220156,0.2127679500123742
2019-10-31,1260.0,1266.52001953125,1249.47998046875,1258.800048828125,1258.800048828125,1595200,GOOGL,1306.93994140625,0.03824268407277276,-0.00024615524222926233,0.995045136339966,57.42022262406514,0.978824502760029,56.30682824419387,0.9694813718654511,55.236396984334554,0.9302362983643471,53.860337898413924,0.0924530886179975,0.24120124229663528
2019-11-01,1265.800048828125,1273.0,1259.7099609375,1272.25,1272.25,1440600,GOOGL,1309.0,0.028885832187070193,0.006288025678116371,0.9875844318233654,61.344664988935364,0.9695877380031276,58.040378772912305,0.9605013148764493,56.249310802013895,0.9210824506403211,54.10696689860266,-0.09691574724172514,0.15378011816474596
2019-11-04,1276.1099853515625,1292.5,1276.1099853515625,1289.6099853515625,1289.6099853515625,1531600,GOOGL,1298.280029296875,0.006722996908983259,0.0004887623488019077,0.9769138567298156,65.73447109894087,0.9579552592167689,60.15137832191797,0.9496812310301921,57.51544886587088,0.9093902116383336,54.42299166094928,0.0631681243926141,-0.11637846474893901
2019-11-05,1291.199951171875,1297.239990234375,1289.3800048828125,1291.43994140625,1291.43994140625,1257400,GOOGL,1297.2099609375,0.004467896141548078,0.024415707956182642,0.9782087573551441,66.17059138915047,0.9584848877833522,60.36880275023548,0.9501979587646874,57.64728747941476,0.9089255408301886,54.45621717258049,-0.1790284669626534,-0.11313665554319371
